"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"16739",16739,2014,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","66","Danforth",2
"16740",16740,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","91","Weston-Pelham Park",33
"16741",16741,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","106","Humewood-Cedarvale",57
"16742",16742,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","8","Humber Heights-Westmount",11
"16743",16743,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","133","Centennial Scarborough",6
"16744",16744,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","79","University",28
"16745",16745,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","29","Maple Leaf",2
"16746",16746,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","83","Dufferin Grove",2
"16747",16747,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","NSA","NSA",1
"16748",16748,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","83","Dufferin Grove",10
"16749",16749,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","149","Parkwoods-O'Connor Hills",1
"16750",16750,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","148","East L'Amoreaux",27
"16751",16751,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","65","Greenwood-Coxwell",34
"16752",16752,2017,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","92","Corso Italia-Davenport",1
"16753",16753,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","44","Flemingdon Park",11
"16754",16754,2021,"D52","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","166","St Lawrence-East Bayfront-The Islands",4
"16755",16755,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","35","Westminster-Branson",1
"16756",16756,2019,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","10","Princess-Rosethorn",1
"16757",16757,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","103","Lawrence Park South",17
"16758",16758,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","11","Eringate-Centennial-West Deane",1
"16759",16759,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","156","Bendale-Glen Andrew",6
"16760",16760,2021,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",43
"16761",16761,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","41","Bridle Path-Sunnybrook-York Mills",4
"16762",16762,2016,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","23","Pelmo Park-Humberlea",15
"16763",16763,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","90","Junction Area",62
"16764",16764,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","11","Eringate-Centennial-West Deane",3
"16765",16765,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","64","Woodbine Corridor",1
"16766",16766,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","33","Clanton Park",71
"16767",16767,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","37","Willowdale West",3
"16768",16768,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","167","Church-Wellesley",21
"16769",16769,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","11","Eringate-Centennial-West Deane",2
"16770",16770,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","83","Dufferin Grove",145
"16771",16771,2022,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",404
"16772",16772,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","126","Dorset Park",2
"16773",16773,2018,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","22","Humbermede",26
"16774",16774,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","36","Newtonbrook West",42
"16775",16775,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","10","Princess-Rosethorn",286
"16776",16776,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","62","East End-Danforth",100
"16777",16777,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","65","Greenwood-Coxwell",44
"16778",16778,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","33","Clanton Park",97
"16779",16779,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","96","Casa Loma",1
"16780",16780,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","166","St Lawrence-East Bayfront-The Islands",133
"16781",16781,2020,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","73","Moss Park",271
"16782",16782,2021,"D51","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","74","North St.James Town",3
"16783",16783,2014,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","18","New Toronto",11
"16784",16784,2022,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","107","Oakwood Village",3
"16785",16785,2017,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","95","Annex",2
"16786",16786,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","141","Golfdale-Cedarbrae-Woburn",242
"16787",16787,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","101","Forest Hill South",156
"16788",16788,2016,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",91
"16789",16789,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","40","St.Andrew-Windfields",1
"16790",16790,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","115","Mount Dennis",1
"16791",16791,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","18","New Toronto",1
"16792",16792,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","89","Runnymede-Bloor West Village",1
"16793",16793,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","34","Bathurst Manor",10
"16794",16794,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",38
"16795",16795,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","103","Lawrence Park South",32
"16796",16796,2014,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","NSA","NSA",3
"16797",16797,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","123","Cliffcrest",39
"16798",16798,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","37","Willowdale West",44
"16799",16799,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","120","Clairlea-Birchmount",4
"16800",16800,2018,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","72","Regent Park",4
"16801",16801,2022,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","91","Weston-Pelham Park",30
"16802",16802,2019,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","73","Moss Park",139
"16803",16803,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","92","Corso Italia-Davenport",2
"16804",16804,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","126","Dorset Park",150
"16805",16805,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","118","Tam O'Shanter-Sullivan",4
"16806",16806,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","107","Oakwood Village",1
"16807",16807,2022,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","124","Kennedy Park",2
"16808",16808,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","48","Hillcrest Village",81
"16809",16809,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","118","Tam O'Shanter-Sullivan",33
"16810",16810,2020,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",50
"16811",16811,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","134","Highland Creek",2
"16812",16812,2015,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",294
"16813",16813,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","106","Humewood-Cedarvale",86
"16814",16814,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","49","Bayview Woods-Steeles",12
"16815",16815,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","38","Lansing-Westgate",138
"16816",16816,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","95","Annex",1
"16817",16817,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","118","Tam O'Shanter-Sullivan",4
"16818",16818,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","53","Henry Farm",62
"16819",16819,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","52","Bayview Village",12
"16820",16820,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",127
"16821",16821,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",17
"16822",16822,2016,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","123","Cliffcrest",143
"16823",16823,2014,"D52","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","166","St Lawrence-East Bayfront-The Islands",1
"16824",16824,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","95","Annex",1
"16825",16825,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","52","Bayview Village",11
"16826",16826,2016,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",158
"16827",16827,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","135","Morningside",545
"16828",16828,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","41","Bridle Path-Sunnybrook-York Mills",28
"16829",16829,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","4","Rexdale-Kipling",67
"16830",16830,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","87","High Park-Swansea",7
"16831",16831,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","64","Woodbine Corridor",22
"16832",16832,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","156","Bendale-Glen Andrew",8
"16833",16833,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","91","Weston-Pelham Park",3
"16834",16834,2018,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","166","St Lawrence-East Bayfront-The Islands",2
"16835",16835,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",391
"16836",16836,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","56","Leaside-Bennington",19
"16837",16837,2017,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","119","Wexford/Maryvale",5
"16838",16838,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","84","Little Portugal",49
"16839",16839,2016,"D13","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",80
"16840",16840,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","124","Kennedy Park",2
"16841",16841,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","74","North St.James Town",16
"16842",16842,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","124","Kennedy Park",1
"16843",16843,2018,"D51","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","74","North St.James Town",6
"16844",16844,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","155","Downsview",5
"16845",16845,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","83","Dufferin Grove",23
"16846",16846,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","171","Junction-Wallace Emerson",86
"16847",16847,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","8","Humber Heights-Westmount",69
"16848",16848,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","153","Avondale",191
"16849",16849,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",420
"16850",16850,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","134","Highland Creek",2
"16851",16851,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","116","Steeles",1
"16852",16852,2016,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","163","Fort York-Liberty Village",11
"16853",16853,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","55","Thorncliffe Park",2
"16854",16854,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","133","Centennial Scarborough",1
"16855",16855,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",92
"16856",16856,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","53","Henry Farm",1
"16857",16857,2014,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","156","Bendale-Glen Andrew",60
"16858",16858,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","43","Victoria Village",59
"16859",16859,2015,"D51","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","74","North St.James Town",1
"16860",16860,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","33","Clanton Park",130
"16861",16861,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","169","Bay-Cloverhill",71
"16862",16862,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","134","Highland Creek",53
"16863",16863,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","41","Bridle Path-Sunnybrook-York Mills",274
"16864",16864,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","NSA","NSA",1
"16865",16865,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","129","Agincourt North",536
"16866",16866,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","120","Clairlea-Birchmount",25
"16867",16867,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","31","Yorkdale-Glen Park",110
"16868",16868,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","162","West Queen West",9
"16869",16869,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","164","Wellington Place",611
"16870",16870,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","NSA","NSA",6
"16871",16871,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",29
"16872",16872,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","116","Steeles",1
"16873",16873,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","83","Dufferin Grove",44
"16874",16874,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","108","Briar Hill-Belgravia",80
"16875",16875,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","87","High Park-Swansea",385
"16876",16876,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",28
"16877",16877,2017,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","31","Yorkdale-Glen Park",246
"16878",16878,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","155","Downsview",23
"16879",16879,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","68","North Riverdale",336
"16880",16880,2022,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","142","Woburn North",1
"16881",16881,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","157","Bendale South",1
"16882",16882,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","34","Bathurst Manor",47
"16883",16883,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","164","Wellington Place",1
"16884",16884,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","84","Little Portugal",2
"16885",16885,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","47","Don Valley Village",1
"16886",16886,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","141","Golfdale-Cedarbrae-Woburn",26
"16887",16887,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","103","Lawrence Park South",8
"16888",16888,2014,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","168","Downtown Yonge East",496
"16889",16889,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",464
"16890",16890,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","161","Humber Bay Shores",2
"16891",16891,2018,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","28","Rustic",1
"16892",16892,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","44","Flemingdon Park",1
"16893",16893,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","38","Lansing-Westgate",86
"16894",16894,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","98","Rosedale-Moore Park",208
"16895",16895,2019,"D52","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",2
"16896",16896,2021,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","59","Danforth East York",1
"16897",16897,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","70","South Riverdale",13
"16898",16898,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","4","Rexdale-Kipling",2
"16899",16899,2016,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","6","Kingsview Village-The Westway",38
"16900",16900,2014,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","90","Junction Area",15
"16901",16901,2021,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","15","Kingsway South",2
"16902",16902,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","98","Rosedale-Moore Park",491
"16903",16903,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","44","Flemingdon Park",35
"16904",16904,2017,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","158","Islington",10
"16905",16905,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","161","Humber Bay Shores",117
"16906",16906,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","105","Lawrence Park North",4
"16907",16907,2018,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","167","Church-Wellesley",1
"16908",16908,2017,"D52","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","168","Downtown Yonge East",1
"16909",16909,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","106","Humewood-Cedarvale",179
"16910",16910,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",19
"16911",16911,2017,"D41","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","126","Dorset Park",2
"16912",16912,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","49","Bayview Woods-Steeles",3
"16913",16913,2019,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","83","Dufferin Grove",3
"16914",16914,2022,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","124","Kennedy Park",1
"16915",16915,2015,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","126","Dorset Park",3
"16916",16916,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",10
"16917",16917,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",3398
"16918",16918,2016,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","126","Dorset Park",5
"16919",16919,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","49","Bayview Woods-Steeles",19
"16920",16920,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","162","West Queen West",14
"16921",16921,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","111","Rockcliffe-Smythe",38
"16922",16922,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","90","Junction Area",3
"16923",16923,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","122","Birchcliffe-Cliffside",1
"16924",16924,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","89","Runnymede-Bloor West Village",37
"16925",16925,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","43","Victoria Village",19
"16926",16926,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","71","Cabbagetown-South St.James Town",35
"16927",16927,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","34","Bathurst Manor",24
"16928",16928,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","56","Leaside-Bennington",10
"16929",16929,2022,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","169","Bay-Cloverhill",16
"16930",16930,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","121","Oakridge",11
"16931",16931,2016,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","2","Mount Olive-Silverstone-Jamestown",6
"16932",16932,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","34","Bathurst Manor",10
"16933",16933,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","79","University",1
"16934",16934,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","147","L'Amoreaux West",3
"16935",16935,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","119","Wexford/Maryvale",10
"16936",16936,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","71","Cabbagetown-South St.James Town",1
"16937",16937,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","74","North St.James Town",5
"16938",16938,2018,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","130","Milliken",2
"16939",16939,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","4","Rexdale-Kipling",118
"16940",16940,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","40","St.Andrew-Windfields",4
"16941",16941,2017,"D51","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","74","North St.James Town",16
"16942",16942,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","13","Etobicoke West Mall",16
"16943",16943,2016,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","13","Etobicoke West Mall",3
"16944",16944,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","43","Victoria Village",1
"16945",16945,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","11","Eringate-Centennial-West Deane",2
"16946",16946,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","43","Victoria Village",1
"16947",16947,2021,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","9","Edenbridge-Humber Valley",1
"16948",16948,2014,"D42","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","145","Malvern West",2
"16949",16949,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","149","Parkwoods-O'Connor Hills",6
"16950",16950,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","139","Scarborough Village",49
"16951",16951,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","81","Trinity-Bellwoods",219
"16952",16952,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","67","Playter Estates-Danforth",4
"16953",16953,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","79","University",12
"16954",16954,2021,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","111","Rockcliffe-Smythe",8
"16955",16955,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","11","Eringate-Centennial-West Deane",1
"16956",16956,2021,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","121","Oakridge",9
"16957",16957,2021,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",1199
"16958",16958,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","42","Banbury-Don Mills",30
"16959",16959,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","NSA","NSA",2
"16960",16960,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","44","Flemingdon Park",26
"16961",16961,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","161","Humber Bay Shores",1
"16962",16962,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","52","Bayview Village",69
"16963",16963,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","103","Lawrence Park South",35
"16964",16964,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","138","Eglinton East",64
"16965",16965,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","152","East Willowdale",1
